Game Time,Player 1 Name,Player 2 Name,Draw,Winner
20.830468,rishi,cat,False,rishi
5.797944,rishi,bot,False,rishi
28.854704,rishi,bot,True,rishi
28.684253,rishi,bot,True,rishi
19.720247,rishi,bot,False,Bot
6.407586,1,bot,False,1
13.690687,rishi,cat,False,cat
22.995077,rishi,cat,False,cat
14.824306,rishi,cat,False,cat
14.084973,rishi,cat,False,cat
11.238706,rishi,cat,False,cat
